Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Is Hourly,Have Employer Provided,Min Salary,Max Salary,Avg Salary,Company,State,Age of Company,python_ind,excel_ind,rstudio_ind,aws_ind,spark_ind,sql_ind,Requirements
Data Scientist,$140K - $220K (Employer est.),"At John Deere, we run so life can leap forward. This powerful purpose is our promise to humankind that we will dream, design and deliver breakthrough products that sustain our world for generations to come. The world is counting on us to feed billions of people and build vital infrastructures in villages, towns, and megacities. We live up to the legacy our founder forged in a one-room blacksmith's shop nearly two centuries ago by creating a culture that brings out the best in all of us. A culture where great ideas thrive because every voice is heard.

Primary Location: United States (US) - Iowa - Johnston
Function: Data Science & Analytics
Title: Data Scientist - 76523",4.0,"John Deere
4.0","Johnston, IA",10000+ Employees,1837,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),0,0,140,220 ,180.0,"John Deere
",IA,184,0,0,0,0,0,0,No requirement specified
Data Scientist,$140K - $220K (Employer est.),"Rocket Travel is looking for a Data Scientist with experience in Python and SQL to join our growing Data Science Team. Remote employment is an option for this role
The Data Science Team oversees building internal-facing decision making tools and product-facing production models that aid in scaling our growing business.
Rocket Travel is a place where you:
Work with a group of intrinsically motivated people with a track record for building successful new businesses from scratch.
Embody curiosity, community, and accountability. We live and build products by these values every day.
Own decisions and take action that can be implemented in a matter of days (or hours).",4.5,"Rocket Travel, Inc.
4.5",New York State,51 to 200 Employees,2012,Company - Public,Travel Agencies,Travel & Tourism,Unknown / Non-Applicable,0,0,140,220 ,180.0,"Rocket Travel, Inc.
",Unknown,9,1,0,0,0,0,1,"Python, SQL"
Data Scientist,$140K - $220K (Employer est.),"Data Scientist
This position can be remote if you are not located near the New York City or College Park, MD office.
BlueVoyant is seeking an early career data scientist to join its Data Science team.
We are an interdisciplinary team working closely with Engineering, Analysts, and Product teams to identify the relevant problems to address, build prototypes and deploy solutions at scale into production. The Data Science team is an instrumental part of solving the most important and critical problems for the company.
Some of the topics a successful candidate can expect to work on include, but are not limited to, detection of suspicious activity, determining ownership of Internet assets, and identifying trends in our data between and within various facets across time.",3.9,"BlueVoyant
3.9",Remote,51 to 200 Employees,0,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,0,0,140,220 ,180.0,"BlueVoyant
",Remote,Unknown,0,0,0,0,0,0,No requirement specified
Data Scientist,$140K - $220K (Employer est.),"Data Scientist
Responsibilities
Lead and mentor a team of 2-3 Data Scientists
Engage with PMs, designers, CRM managers to identify analysis requirements
Provide an analytics perspective to discussions and prioritization within your team, so that the overall team selects the right ideas to work on.
Develop a deep understanding of available data to drive ad-hoc analysis and answer questions
Establish a technical vision within the data science team and work to turn it into reality. You will remain hands-on with day-to-day work.",0.0,Highland Principals,Remote,Unknown,0,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,0,0,140,220 ,180.0,Highland Principals,Remote,Unknown,0,0,0,0,0,0,No requirement specified
Data Scientist,$140K - $220K (Employer est.),"Job Description
You’ll be able to leverage large-scale rich data to meaningfully improve and refine our identification of malicious computer software and behavioral threats. If you’re ready to work with subject matter experts in the industry in a collaborative environment with unrivaled technology, apply today.
Responsibilitities:
*
Mine large scale and high dimensional data, identify patterns and visualize trends
Create predictive models using supervised learning techniques to detect and stop the most sophisticated threats",4.1,"workcog
4.1",Remote,51 to 200 Employees,2017,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,0,0,140,220 ,180.0,"workcog
",Remote,4,0,0,0,0,0,0,No requirement specified
Senior Data Scientist - Nationwide Opportunities,$140K - $220K (Employer est.),"Bachelor’s degree in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.) or equivalent professional or military experience
Experience with ML fields, e.g., natural language processing, computer vision, statistical learning theory
6+ years of industry experience in predictive modeling, data science, and analysis
Experience in an ML engineer or data scientist role building and deploying ML models or hands on experience developing deep learning models
Experience writing code in Python, R, Scala, Java, C++ with documentation for reproducibility
Experience handling terabyte size datasets, diving into data to discover hidden patterns, using data visualization tools, writing SQL, and working with GPUs to develop models
Want to help the largest global enterprises derive business value through the adoption of Artificial Intelligence (AI) and Machine Learning (ML)? Excited by using massive amounts of disparate data to develop ML models? Eager to learn to apply ML to a diverse array of enterprise use cases? Thrilled to be a part of Amazon who has been pioneering and shaping the world’s AI/ML technology for decades?

At Amazon Web Services (AWS), we are helping large enterprises build ML models on the AWS Cloud. We are applying predictive technology to large volumes of data and against a wide spectrum of problems. AWS Professional Services works together with AWS customers to address their business needs using AI solutions.

AWS Professional Services is a unique consulting team. We pride ourselves on being customer obsessed and highly focused on the AI enablement of our customers. If you have experience with AI, including building ML models, we’d like to have you join our team. You will get to work with an innovative company, with great teammates, and have a lot of fun helping our customers. A successful candidate will be a person who enjoys diving deep into data, doing analysis, discovering root causes, and designing long-term solutions.

Inclusive Team Culture
Here at AWS, we embrace our differences. We are committed to furthering our culture of inclusion. We have thirteen employee-led affinity groups, reaching 85,000 employees in over 190 chapters globally. We have innovative benefit offerings, and host annual and ongoing learning experiences, including our Conversations on Race and Ethnicity (CORE) and AmazeCon (gender diversity) conferences. Amazon’s culture of inclusion is reinforced within our 16 Leadership Principles, which remind team members to seek diverse perspectives, learn and be curious, and earn trust.

Work/Life Balance
Our team puts a high value on work-life harmony. Striking a healthy balance between your personal and professional life is crucial to your happiness and success here. We are a customer-obsessed organization—leaders start with the customer and work backwards. They work vigorously to earn and keep customer trust. As such, this is a customer facing role in a hybrid delivery model. Project engagements include remote delivery methods and onsite engagement that will include travel to customer locations as needed.

Mentorship & Career Growth
Our team is dedicated to supporting new members. We have a broad mix of experience levels and tenures, and we’re building an environment that celebrates knowledge sharing and mentorship. We care about your career growth and strive to assign projects based on what will help each team member develop into a better-rounded professional and enable them to take on more complex tasks in the future.

This is a customer-facing role and you will be required to travel to client locations and deliver professional services as needed.


Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.

For employees based in Colorado, this position starts at $116,200 per year. A sign-on bonus and restricted stock units may be provided as part of the compensation package, in addition to a range of medical, financial, and/or other benefits, dependent on the position offered.",3.7,"Amazon Web Services, Inc.
3.7",Vermont,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),0,0,140,220 ,180.0,"Amazon Web Services, Inc.
",Unknown,27,1,0,0,1,0,1,"Python, AWS, SQL"
data scientist -Remote,$140K - $220K (Employer est.),"Job Posting
: Dec 9, 2021
Job Posting End Date
: Jan 8, 2022
Location
: US-WA-Seattle-Starbucks Support Center
Starbucks - Business Strategy",3.8,"Starbucks
3.8","Seattle, WA",10000+ Employees,1971,Company - Public,Fast-Food & Quick-Service Restaurants,"Restaurants, Bars & Food Services",$10+ billion (USD),0,0,140,220 ,180.0,"Starbucks
",WA,50,0,0,0,0,0,0,No requirement specified
Data Scientist -- Full-time,$140K - $220K (Employer est.),"Data Scientist -- Full-time, entry level
About Us
Denali System, a fast-growing start-up located in Silicon Valley, is committed to becoming the leading AIoT solution provider. We are dedicated to helping users break the barriers between technology, business, and data. Our goal is to help clients to discover the commercial value in the data.
Denali has built a series of industry solutions based on our platform in finance, transportation, security, public service, etc., and has reached in-depth cooperation with many enterprises, including one of the fortune 500 insurance companies. We are looking for a passionate Data Scientist to join our team and build an influential startup company with us!",3.0,"Denali System Co., Ltd
3.0","Mountain View, CA",1 to 50 Employees,0,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,0,0,140,220 ,180.0,"Denali System Co., Ltd
",CA,Unknown,0,0,0,0,0,0,No requirement specified
Data Scientist (Remote),$140K - $220K (Employer est.),"At Yelp, it’s our mission to connect people with great local businesses. Yelp’s unique dataset contains billions of interactions between users and businesses around the globe, from a review of a coffee shop to requesting a repair quote with a photo of a leaky faucet. Data Scientists at Yelp work to make sense of these interactions to deliver impactful analyses and products to our users, business partners and the general public.

The Data Science & Analytics team performs analyses, builds models, and designs experiments that directly impact Yelp’s products and users. Our teams sit in Yelp’s central product management organization and work directly with cross-functional leaders to understand quantitatively how our products are performing and where the largest opportunities are. We are adept at tasks like modeling user preferences, inference from user and marketplace experiments, and generating insights about the health of local economies. With diverse backgrounds and expertise, we strive for learning and growth in a collaborative environment.",3.5,"Yelp
3.5",Remote,5001 to 10000 Employees,2004,Company - Public,Internet,Information Technology,$500 million to $1 billion (USD),0,0,140,220 ,180.0,"Yelp
",Remote,17,0,0,0,0,0,0,No requirement specified
Experienced Data Scientist,$140K - $220K (Employer est.),"At Liberty Mutual, our purpose is to help people embrace today and confidently pursue tomorrow. That's why we provide an environment focused on openness, inclusion, trust and respect. Here, you'll discover our expansive range of roles, and a workplace where we aim to help turn your passion into a rewarding profession.
Liberty Mutual has proudly been recognized as a “Great Place to Work” by Great Place to Work® US for the past several years. We were also selected as one of the “100 Best Places to Work in IT” on IDG's Insider Pro and Computerworld's 2020 list. For many years running, we have been named by Forbes as one of America's Best Employers for Women and one of America's Best Employers for New Graduates—as well as one of America's Best Employers for Diversity. To learn more about our commitment to diversity and inclusion please visit: https://jobs.libertymutualgroup.com/diversity-inclusion
We value your hard work, integrity and commitment to make things better, and we put people first by offering you benefits that support your life and well-being. To learn more about our benefit offerings please visit: https://LMI.co/Benefits

17",3.8,"Liberty Mutual Insurance
3.8",Remote,10000+ Employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,0,140,220 ,180.0,"Liberty Mutual Insurance
",Remote,109,0,0,0,0,0,0,No requirement specified
Data Scientist,$140K - $220K (Employer est.),"Overview
Trissential is a trusted partner for end-to-end quality services and management consulting. As a part of our parent company Expleo, we have a footprint in 30+ countries. Our Mission is to have a positive impact on every person who interacts with Trissential. Clients love us because we are service focused. Employees love us because they are valued and cared for.
Come join a team where benefits start the first day of employment and compensation plans are designed to meet a flexible life style. We are looking for a seasoned Data Scientist to join a strategic engagement building a dynamic and forward thinking data analytics capability for our global client in Michigan.
Responsibilities
The Data Scientist who will support our engineering and automotive teams with models, algorithms and insights gained from analyzing data.",3.8,"Trissential
3.8","Michigan, ND",201 to 500 Employees,2003,Subsidiary or Business Segment,Consulting,Business Services,$25 to $50 million (USD),0,0,140,220 ,180.0,"Trissential
",ND,18,0,0,0,0,0,0,No requirement specified
Data Scientist,$140K - $220K (Employer est.),"Role: Data Scientist
Type: Contract
Location: Pearl River, NY
Required skills:
4-6 years of commercial hands-on experience as a Data Scientist solving high impact functional problems
Extensive experience with Python & software engineering fundamentals
Experience with applied statistics and quantitative modelling (e.g. regression, classification, experimentation, and machine or deep learning)
Experience with computer vision and NLP for extraction of information from structured (forms, invoices, statements, etc.) and unstructured (emails, etc.) content
Extensive experience of launching productionized machine learning models at scale",0.0,FLYGEND,"Pearl River, NY",Unknown,0,Unknown,Unknown,Unknown,Unknown / Non-Applicable,0,0,140,220 ,180.0,FLYGEND,NY,Unknown,1,0,0,0,0,0,Python
Data Scientist,$140K - $220K (Employer est.),"About us:
Agero is powering the next generation of software-enabled driver safety services and technology, pushing the limits of big data to transform the entire driving experience. The majority of leading vehicle manufacturers and insurance providers use Agero's roadside assistance, accident management, dispatch, consumer affairs and telematics innovations to strengthen their businesses and create stronger, lasting connections with their customers. Together, we're making driving smarter and safer for everyone.
The Data Science and Analytics (DS&A) group at Agero is a central resource for innovative data products, scientific analysis, and actionable insights. We are a collaborative, consultative team that works cross functionally to:
support partners throughout the organization in making informed, data driven decisions,",3.1,"Agero
3.1","Medford, MA",1001 to 5000 Employees,1972,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),0,0,140,220 ,180.0,"Agero
",MA,49,0,0,0,0,0,0,No requirement specified
Data Scientist,$140K - $220K (Employer est.),":::Please refer to submission instructions at the bottom of the job description:::
__
**
About the organization:
The Patrick J. McGovern Foundation is a private foundation dedicated to advancing artificial intelligence and data science solutions to create a thriving, equitable, and sustainable future for all. PJMF works in partnership with academic institutions, non-profits, start-ups, and incubators in neuroscience, digital health, climate change, vulnerable populations and digital dignity, and has dedicated funding in the last year to address the COVID-19 pandemic. For more information, please visit our website at https://www.mcgovern.org/.
Core to PJMF’s mission are inclusion, diversity, equity, and access. We apply the IDEA framework to all we do, from growing a diverse team within the Foundation, to coalition building with organizations and people around the world, to promoting trust-based philanthropic relationships, and democratizing the development and rewards of AI and data.

The Data Scientist must be someone who deeply cares about data for good and loves technology as it will be your mission to help create digital solutions with non-profit grant partners that drive social impact around the world. A visionary, entrepreneurial, and innovative team contributor, you will add geospatial data science and general ML/AI expertise to the Direct Data & AI Services team as we provide support and capacity building to the Data & Society grant partners, responding to the expressed need of our partners to strengthen and inform their advanced data analysis and ML models. As the Data Scientist, you will also contribute to the design and implementation of solutions with PJMF grant partners working with location based data, such as satellite imagery and remote sensing data. The position will report directly to the Director of Direct Data & AI Services.",0.0,Patrick J McGovern Foundation,Remote,Unknown,0,Unknown,Unknown,Unknown,Unknown / Non-Applicable,0,0,140,220 ,180.0,Patrick J McGovern Foundation,Remote,Unknown,0,0,0,0,0,0,No requirement specified
Data Scientist,$140K - $220K (Employer est.),"As a Data Scientist you'll work with the team to build new product functionality from start to finish as well as polish the existing data products. We are working on a set of interesting problems that includes Risk Scoring and Automated Valuation Models, that help our customers compare their home value after the renovation.
Our team is focused on crafting an experience that makes the complex process of financing a renovation accessible and easy to understand. On a given day, we might be working on the interfaces that will help homeowners navigate the process of financing their renovation, or the systems that enable our lending partners.
What you’ll do at RenoFi
Design and build data products using ML techniques such as Auto Valuation Models",5.0,"RenoFi
5.0",Remote,1 to 50 Employees,2018,Company - Private,Lending,Finance,Unknown / Non-Applicable,0,0,140,220 ,180.0,"RenoFi
",Remote,3,0,0,0,0,0,0,No requirement specified
Data Scientist,$140K - $220K (Employer est.),"Are you one of the best Data Scientists out there looking to master yet another role in the tech space?

If so, I have the perfect opportunity for you!

This role is a full-time direct hire position within the wine spirits industry. You will be placed with a company that is dedicated to diversity in data; at all levels of the organization.

This would be a great opportunity for someone like you or anyone looking to join a team and make a major impact.

Your day to day will look a little something like this.

Applying standard methods and algorithms, validates results and performs necessary data preparation steps.

Creating and maintaining of analysis conducted in R environment

Developing Tableau dashboards (requiring experience in SQL coding).

Developing and executing project and process plans, implements policies and procedures and sets operational goals

And of course, being a taste tester for our signature wines and spirits (for research purposes of course)


Minimum 2 year of experience in Data analytics

Experience using or applying statistical and mathematical concepts to measure performance against projects to ensure a high quality delivery

R Programming language experience

SQL coding experience

Demand forecasting and/or data simulation experience",0.0,Inclusive Links,Remote,Unknown,0,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,0,0,140,220 ,180.0,Inclusive Links,Remote,Unknown,0,0,0,0,0,1,SQL
Data Scientist,$140K - $220K (Employer est.),"Data science dream job:
Sit in meetings, clean data, and build models nobody uses
Let's get real. You became a data scientist because you want a career building innovative solutions that solve hard problems. Unfortunately ... most companies are clueless about what you do.
In your ideal job:
You work with an elite engineering team.
You work on hard problems.",0.0,Prolego,Georgia,Unknown,0,Unknown,Unknown,Unknown,Unknown / Non-Applicable,0,0,140,220 ,180.0,Prolego,Unknown,Unknown,0,0,0,0,0,0,No requirement specified
Data Scientist,$140K - $220K (Employer est.),"Data Scientist
QuaEra, a rapidly growing NY/NJ-based startup, is looking for ambitious, passionate professionals to join its expanding team. QuaEra provides business organizations with cutting-edge decision-making solutions using advanced analytics, predictive modeling, and decision science methods.
QuaEra has developed a transformative hyper-personalization scoring-as-a- service solution called Aignyte (www.aignyte.com), which uses the latest in
AI, NLP, and other innovative techniques to increase direct marketing response. The hired individual will be part of the firm’s data science team building and implementing Aignyte and supporting the servicing of clients.
Applicants can be remote to NY/NJ but may need to travel there when conditions allow that.
Our Co-founders have a combined 50 years of experience in leadership roles in the industry. We are looking for quantitative problem solvers to work alongside them as well as senior business leaders to deliver and grow
Aignyte. If you have the entrepreneurial drive, intellectual curiosity, willingness to think out of the box, and want to learn from the best, then we want to hear from you.",0.0,Aignyte,Remote,Unknown,0,Unknown,Unknown,Unknown,Unknown / Non-Applicable,0,0,140,220 ,180.0,Aignyte,Remote,Unknown,0,0,0,0,0,0,No requirement specified
Data Scientist I,$140K - $220K (Employer est.),"M.S. or equivalent in Statistics, Mathematics, Engineering, Computer Science, or related analytical disciplines.
Deep understanding of regression modeling, forecasting techniques, time series analysis, machine-learning concepts such as supervised/unsupervised learning, in-depth knowledge of tree-based ensemble models, etc.
Excellent in using statistical, visualization, and machine-learning tools and commercial packages
Proficiency in using SQL as applied to big data: extraction, processing, filtering, and presenting large data quantities (100K to Millions of rows) via AWS technologies and data pipelines
Excellent one or more scripting languages (e.g., Python, R, Java, C++, etc.)
Familiarity with Logistics/Supply Chain, or related Businesses.
Amazon's Quantitative Business Intelligence Tools (QuBIT) team is looking for motivated individuals with strong analytical skills to evolve one of the most complex supply-chain systems in the world.
Amazon’s supply-chain comprises thousands of fixed infrastructure nodes with millions of possible connections between them. Billions of packages flow through this network on a yearly basis, making the impact of optimal improvements truly innovative. This job offers is a terrific opportunity to analyze Amazon data and understand, model, optimize, and reshape one of the world's most supply-chains.
Your main focus will be on developing predictive models for critical planning entities; analyzing large amount of data to identify and evaluate opportunities to improve customer experience, network speed, cost and efficiency; and presenting the results to non-technical audience with the aid of visualization tools. You will identify effective metrics to quantify the improvements resulting from the application of your developed tools and you will evaluate the trade-offs between potentially competing objectives.

The ideal candidate will demonstrate deep understanding of statistical and machine learning concepts, technical skills for leveraging analytical tools to solve large scale problems and aptitude to remain abreast with data science related technologies. The successful candidate will have good communication skills and ability to speak at a level appropriate for the audience; will collaborate effectively with fellow scientists, data/software engineers, and product/program managers; and will deliver business value in a close partnership with many stakeholders from operations, finance and software-engineering.

The base pay range for this position in Colorado is $ 92,700 - 160,000 a year; however, base pay offered may vary depending on job-related knowledge, skills, and experience. A sign-on bonus and restricted stock units may be provided as part of the compensation package, in addition to a full range of medical, financial, and/or other benefits, dependent on the position offered. This information is provided per the Colorado Equal Pay Act. Base pay information is based on market location. Applicants should apply via Amazon’s internal or external careers site.

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.",3.7,"Amazon.com Services LLC
3.7",Remote,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),0,0,140,220 ,180.0,"Amazon.com Services LLC
",Remote,27,1,1,0,1,0,1,"Python, Excel, AWS, SQL"
Data Scientist - 100% Remote,$140K - $220K (Employer est.),"Data Scientist:
2 full time personnel needed
US Citizenship Required
Position is 100% remote
The Data Scientist must have two or more years of hands-on experience
developing analytic rules and models using leading edge fraud analytic tools and
best practices.
The Data Scientist must have two or more years of hands-on experience of data",0.0,i3its llc,Remote,Unknown,0,Unknown,Unknown,Unknown,Unknown / Non-Applicable,0,0,140,220 ,180.0,i3its llc,Remote,Unknown,0,0,0,0,0,0,No requirement specified
Data Scientist,$140K - $220K (Employer est.),"Title
Data Scientist
Reports to
Primary Location
Millyard
Work Hours
Monday through Friday 8:00am – 4:30pm, with the ability to work nights and weekends as the business needs dictate.",4.1,"SOUTHERN NEW HAMPSHIRE UNIVERSITY
4.1",Remote,10000+ Employees,1932,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,0,0,140,220 ,180.0,"SOUTHERN NEW HAMPSHIRE UNIVERSITY
",Remote,89,0,0,0,0,0,0,No requirement specified
Data Scientist,$140K - $220K (Employer est.),"Data Scientist
Boulder, CO -
Remote OK
Full-Time
Engineering
Outside Interactive, Inc., the premier hub for active lifestyle enthusiasts, offers best-in-class content and experiences to more than 70 million of the world’s most passionate outdoor, wellness, and endurance enthusiasts every month. We inspire a broad and diverse audience to do the activities they love with great enjoyment, inspiration, and knowledge and are dedicated to making real change in the outdoor and fitness industries. Day after day, story after story, Outside Interactive, Inc., proves that a hike, a climb, a run, a ride, a day skiing, or a yoga practice can change lives - and change the world.
Come join the Gaia GPS team at Outside and help build the future of outdoor mapping. In this role you will work on backend systems used to manage user data, and search systems used to find places to hike, bike, and adventure. You will work with a small team of software engineers, designers, and product managers to build a product used by millions of outdoor enthusiasts.
We are looking for a savvy data expert who will craft the data vision for Gaia GPS and help build the future of outdoor maps. The hire will be responsible for expanding and optimizing our data ecosystem to provide insights across the company, working with teams to build ideal architecture, and optimizing data flow and collection for cross-functional teams. The ideal candidate is an experienced data pipeline builder, wrangler, and analyst who enjoys optimizing data systems and building them from the ground up. The Data Scientist will support every arm of Gaia GPS on data initiatives and ensure optimal data delivery architecture is consistent throughout ongoing projects. They must be self-directed and comfortable supporting the data needs of multiple teams, systems, and products. The right candidate will be excited by the prospect of optimizing or even re-designing our company’s data architecture to support our next generation of products, data initiatives, and measuring core KPIs. The position will balance the responsibilities of building all data reports/insight for Gaia GPS core metrics while working with larger Outside Inc to blend massive data pipelines.",3.0,"Outside Online
3.0","Boulder, CO",201 to 500 Employees,0,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,0,0,140,220 ,180.0,"Outside Online
",CO,Unknown,0,0,0,0,0,0,No requirement specified
Data Scientist,$140K - $220K (Employer est.),"Data Scientists develop algorithms and statistical methods that find patterns and relationships in large volumes of data, driving operations and shaping CIA technology investments.
Full time
Starting salary: $70,150 - $172,500*
Higher starting salary possible depending on experience level
Bachelor's degree
Foreign language bonus eligible
About the Job
As a Data Scientist for CIA, you will organize and interpret data to inform U.S. decision-makers, drive successful operations, and shape CIA technology and resource investments. Through CIA’s global mission, the Agency has access to unique and highly specialized data sets. You will work with advanced hardware, software, and techniques to develop computational algorithms and statistical methods that find patterns and relationships in large volumes of data. You will also create scalable, high performance, and repeatable computational solutions which realize their algorithmic approaches. Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at academic, and technical conferences as well as collaboration with the Intelligence Community.",4.0,"Central Intelligence Agency
4.0","Washington, DC",Unknown,1947,Government,Federal Agencies,Government,Unknown / Non-Applicable,0,0,140,220 ,180.0,"Central Intelligence Agency
",DC,74,0,0,0,0,0,0,No requirement specified
Data Scientist & ML/AI Engineer,$140K - $220K (Employer est.),"Teramind is seeking a highly-experienced Data Scientist & ML Engineer. There is no minimum education required for this position, but candidates should have 5+ years of advanced experience working with big data and ML. Promising candidates will go through a rigorous interview process to ensure a good fit. This is a full-time, remote position during your normal local work hours.

This a REMOTE position.


Technical Requirements",4.0,"Teramind
4.0",Remote,51 to 200 Employees,2014,Company - Private,Internet,Information Technology,$10 to $25 million (USD),0,0,140,220 ,180.0,"Teramind
",Remote,7,0,0,0,0,0,0,No requirement specified
Data Scientist,$140K - $220K (Employer est.),"We are looking for a Data Scientist to help build a next generation shipping logistics suite. Our cloud-based SaaS platform automates the management of a carrier’s freight from origin to destination efficiently, reliably, and cost effectively. Our platform also helps carriers with broader logistics challenges related to invoicing, EDI, damage claims, vendor management, driver payroll, and equipment inventory management. We are looking for someone who is creative, technical, and fun to work with.
Find out more about us at: https://magnustech.com/
Responsibilities
Drive projects, individually or collaboratively, through the data science lifecycle including data collection, exploration/analysis, model development, validation, deployment, and production maintenance.",0.0,Magnus Technology Group,Remote,Unknown,0,Unknown,Unknown,Unknown,Unknown / Non-Applicable,0,0,140,220 ,180.0,Magnus Technology Group,Remote,Unknown,0,0,0,0,0,0,No requirement specified
Telework Data Scientist,$140K - $220K (Employer est.),"Arcetyp LLC is a growing small business that provides a broad range of consulting services to US Federal Government, US Military, and Commercial clients. Services include Management & IT Consulting, Program & Project Management, and Professional & Admin Services.

Immediate opening for a long-term multi-year engagement to fill a position for a Telework Data Scientist. Position will be telework. We accept direct hire candidates only, W2 employee hires. We do not accept 1099 independent consultants. We do not accept staffing firms. We do not accept corp-to-corp (C2C) candidates. We can't sponsor H1B.

EDUCATION / EXPERIENCE:
The Data Scientist must have two (2) or more years of hands-on experience (non-collegiate) developing analytic rules and models using leading edge fraud analytic tools and best practices.",0.0,Arcetyp LLC,"Seattle, WA",Unknown,0,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,0,0,140,220 ,180.0,Arcetyp LLC,WA,Unknown,0,0,0,0,0,0,No requirement specified
Data Scientist – Deep learning,$140K - $220K (Employer est.),"Data Scientist – Deep learning
Remote
Market leading salary plus benefits
TECH STACK: Object-Oriented Programming languages
One of the fastest growing Insurtech companies in the US is looking for a Data scientist with a experience in Deep learning to join.
ABOUT THE COMPANY
This organisation has recently received a huge seed investment to scale out their platform across the US and as a direct result are investing multiple millions of dollars into their advanced analytics capabilities.",0.0,Dataworks,"New York, NY",51 to 200 Employees,0,Company - Private,Consulting,Business Services,Less than $1 million (USD),0,0,140,220 ,180.0,Dataworks,NY,Unknown,0,0,0,0,0,0,No requirement specified
Data Scientist,$140K - $220K (Employer est.),"OnlineMedEd’s purpose is to change how education is approached, delivered, and learned. We leverage education, technology, and research together to drive it all forward. Our philosophy is simple: medical knowledge belongs to no one, so medical education should be accessible to everyone. So we made a quality baseline education available to the world, for free. Today, we are one of the most widely used medical education platforms globally, playing a key role in creating the next generation of health care professionals. Equipped with enhanced knowledge, reasoning skills, and empathy, this generation of doctors is improving the lives of millions of patients.
We are looking for a full-time Data Scientist to be responsible for shaping, executing, and improving the way we design, implement, and analyze A/B tests at OnlineMedEd. The Data Scientist will also deep-dive our data to provide insights and help stakeholders to make more data-informed decisions.
Why You'll Love Working with Us",4.5,"OnlineMedEd
4.5",Remote,51 to 200 Employees,2014,Company - Private,Colleges & Universities,Education,Unknown / Non-Applicable,0,0,140,220 ,180.0,"OnlineMedEd
",Remote,7,0,0,0,0,0,0,No requirement specified
Data Scientist,$140K - $220K (Employer est.),"Essential Functions & Responsibilities:
Extract data from internal and external databases.
Analyze exploratory data; clean, transform, and aggregate datasets.
Build tools to automate data collection.
Assist with various data analysis and modeling projects.
Understands business initiatives and is a primary analytics resource for business partners.
Develop, maintain and improve holistic datasets, reports, and dashboards to monitor company performance.
Determine analytical approaches to solve business objectives, using machine learning when applicable.",4.5,"Growers Edge Financial, Inc.
4.5","Johnston, IA",1 to 50 Employees,0,Company - Private,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable,0,0,140,220 ,180.0,"Growers Edge Financial, Inc.
",IA,Unknown,0,0,0,0,0,0,No requirement specified
Data Scientist,$140K - $220K (Employer est.),"Overview:
TekWissen Group is a workforce management provider throughout the USA and many other countries in the world. The below job opportunity is to one of Our Client it is an American company deals with manufacturing automotive seating and automotive electrical systems.
Description
The Client is looking for an experienced Data Scientist, or Data Science professional that will be responsible for overseeing the collection, storage, and interpretation of data for an industry 4.0 project team. As a candidate you will be able to sift through data points to create organized categories, comparing data points to current company processes and writing reports outlining business predictions or proposals. The ideal candidate will be skilled in data science principles and has worked within a multi-function business environment, including IT and manufacturing. Experience in providing detailed direction, meeting aggressive deadlines and being an excellent communicator are a must.",0.0,TekwissenGroup,"Southfield, MI",Unknown,0,Unknown,Unknown,Unknown,Unknown / Non-Applicable,0,0,140,220 ,180.0,TekwissenGroup,MI,Unknown,0,1,0,0,0,0,Excel
